Year,Region,Region_Code,Population_M,GDP_per_capita_Lakh,Urbanization_Rate,Devices_Per_Person,Recycling_Rate,Ewaste_Tons
2024,Punjab,PB,33.2,4.36,45.98,3.49,20.34,76.79
2014,Goa,GA,2.54,3.06,69.9,0.97,14.84,2.08
2010,Tamil Nadu,TN,63.53,3.02,30.6,1.46,18.91,28.75
2010,Andhra Pradesh,AP,45.71,1.99,70.97,0.36,10.26,9.68
2016,West Bengal,WB,82.15,1.88,45.39,0.45,21.76,11.95
2005,Odisha,OR,38.61,2.03,36.97,0.58,15.65,5.83
2020,Tripura,TR,4.05,1.89,45.14,1.01,13.34,1.24
2013,Haryana,HR,30.64,1.91,28.17,1.89,21.3,9.35
2016,West Bengal,WB,82.23,1.88,45.33,0.45,21.85,11.76
2022,Karnataka,KA,63.93,2.39,53.79,3.4,21.76,96.26
2019,Odisha,OR,45.57,3.32,42.81,2.12,19.63,50.19
2016,Odisha,OR,44.68,1.73,69.8,0.78,9.89,16.31
2013,Andhra Pradesh,AP,47.03,1.93,67.15,1.29,19.13,25.75
2005,Tripura,TR,3.48,1.11,52.77,0.5,1.38,0.38
2023,Himachal Pradesh,HP,13.96,3.62,65.23,3.38,21.9,34.28
2011,Haryana,HR,30.13,0.95,51.57,1.64,15.72,7.96
2008,Odisha,OR,41.09,2.15,62.22,1.18,15.38,24.51
2024,Gujarat,GJ,62.04,6.08,55.02,3.8,25.18,281.7
2011,Himachal Pradesh,HP,12.6,2.23,41.97,1.38,7.23,5.85
2012,Sikkim,SK,1.89,0.8,43.47,1.1,9.21,0.26
2014,Gujarat,GJ,55.55,3.23,55.21,1.89,12.9,65.67
2008,Arunachal Pradesh,AR,2.35,0.82,46.3,0.71,13.91,0.21
2010,West Bengal,WB,74.43,1.7,50.85,0.45,4.96,11.75
2005,West Bengal,WB,70.03,0.87,31.11,1.03,2.13,7.63
2011,Mizoram,MZ,1.85,0.91,70.54,1.5,13.69,0.68
2014,Jammu & Kashmir,JK,15.21,1.69,66.89,1.54,17.78,9.46
2021,Kerala,KL,31.88,5.02,32.51,2.6,10.72,48.54
2006,Arunachal Pradesh,AR,2.27,1.09,46.43,0.75,17.59,0.3
2022,Haryana,HR,33.56,5.48,75.68,2.59,11.83,139.03
2007,Nagaland,NL,2.32,1.47,32.31,1.36,16.15,0.54
2013,Nagaland,NL,2.5,2.56,44.57,1.11,17.55,1.15
2017,Sikkim,SK,2.02,2.15,49.06,1.04,12.11,0.8
2009,Jharkhand,JH,27.91,1.21,32.48,0.59,13.97,2.31
2005,Rajasthan,RJ,54.76,2.38,65.53,0.22,9.79,7.69
2013,Mizoram,MZ,1.89,2.83,26.94,2.0,9.61,1.15
2009,Manipur,MN,3.54,0.75,27.62,1.48,16.92,0.41
2011,Odisha,OR,41.2,2.39,60.73,0.83,15.14,18.79
2017,Tripura,TR,4.03,2.56,33.92,2.36,17.72,2.71
2020,Gujarat,GJ,60.48,3.83,29.38,2.06,23.18,48.57
2006,Kerala,KL,26.49,0.78,51.94,0.88,3.94,3.84
2011,Haryana,HR,30.01,0.95,51.5,1.64,15.76,7.97
2012,Tripura,TR,3.68,1.57,66.0,0.45,17.53,0.64
2023,Delhi,DL,16.75,5.98,53.49,1.62,15.01,30.89
2018,Telangana,TG,43.59,2.56,40.64,0.6,10.29,9.18
2007,Tamil Nadu,TN,62.39,2.13,69.43,1.32,6.8,48.48
2008,Tripura,TR,3.51,1.16,49.13,0.77,3.69,0.55
2014,Rajasthan,RJ,60.01,3.72,61.36,0.97,13.99,46.86
2016,Assam,AS,31.25,4.01,52.14,1.65,20.99,33.8
2012,Karnataka,KA,55.53,1.83,33.08,0.36,14.04,3.99
2022,Goa,GA,2.81,3.64,44.48,0.89,20.39,1.42
2007,Gujarat,GJ,52.14,1.28,45.12,1.02,4.17,12.22
2016,Uttar Pradesh,UP,221.21,3.33,40.89,0.8,15.34,83.26
2005,Sikkim,SK,1.74,1.02,52.47,0.31,12.2,0.1
2020,Haryana,HR,32.51,4.55,29.78,0.61,18.35,9.83
2021,Bihar,BR,109.3,3.29,73.62,2.08,24.32,193.72
2012,Telangana,TG,39.38,2.14,48.72,1.04,12.3,15.78
2010,Jammu & Kashmir,JK,14.55,1.83,71.73,0.59,6.55,4.37
2011,Jharkhand,JH,28.7,1.94,40.24,0.34,12.57,2.72
2012,Madhya Pradesh,MP,67.8,3.27,62.62,1.3,17.86,61.8
2021,Kerala,KL,32.0,5.01,32.42,2.6,10.71,48.2
2017,Himachal Pradesh,HP,13.46,2.02,59.43,0.79,14.25,4.37
2006,Maharashtra,MH,105.86,1.84,19.99,0.63,11.53,9.27
2009,Jharkhand,JH,28.1,1.21,32.75,0.59,14.0,2.25
2009,Kerala,KL,27.38,1.91,65.91,1.35,4.37,19.74
2011,Uttarakhand,UK,12.35,2.02,43.89,1.4,17.18,5.65
2020,Delhi,DL,16.67,4.22,50.29,1.84,24.35,22.44
2021,Meghalaya,ML,4.22,2.67,65.22,2.78,18.12,7.68
2006,Tamil Nadu,TN,62.71,2.6,21.54,0.91,9.75,11.95
2022,Uttarakhand,UK,14.29,5.13,49.77,1.64,18.11,19.59
2017,Punjab,PB,30.33,2.79,38.61,0.55,16.69,5.74
2015,Madhya Pradesh,MP,70.74,2.48,60.63,1.71,14.74,62.06
2023,Meghalaya,ML,4.32,5.37,50.92,3.29,13.63,13.37
2013,Uttar Pradesh,UP,218.06,1.77,47.59,1.19,10.83,84.6
2005,Madhya Pradesh,MP,63.28,1.67,25.26,0.51,2.82,5.57
2023,Tripura,TR,4.19,2.05,49.03,2.22,20.05,3.27
2023,Himachal Pradesh,HP,13.93,3.63,65.64,3.38,21.87,34.14
2018,Nagaland,NL,2.71,4.17,52.92,2.85,11.85,5.82
2020,Andhra Pradesh,AP,50.49,3.27,67.25,3.02,16.13,114.98
2010,Nagaland,NL,2.46,1.17,67.55,1.59,15.34,1.03
2024,Andhra Pradesh,AP,53.14,4.82,46.5,2.28,23.33,82.64
2011,Karnataka,KA,54.49,0.99,60.28,1.55,19.37,18.4
2022,Sikkim,SK,2.08,4.74,71.29,0.74,19.95,1.82
2015,Odisha,OR,44.56,2.4,47.68,1.23,7.55,25.46
2007,Andhra Pradesh,AP,44.17,1.05,61.15,1.32,12.04,14.27
2021,Himachal Pradesh,HP,14.09,2.68,47.73,0.81,17.56,5.51
2024,Manipur,MN,4.27,3.36,70.54,2.19,24.21,6.84
2018,Haryana,HR,32.36,2.04,41.67,1.16,19.57,10.08
2017,Nagaland,NL,2.68,2.76,67.25,0.83,14.55,1.57
2007,Haryana,HR,27.69,1.51,57.58,0.98,18.72,8.66
2017,Tamil Nadu,TN,70.65,1.37,53.59,0.49,21.4,8.5
2019,Kerala,KL,31.12,3.58,45.12,3.03,19.78,51.08
2021,Himachal Pradesh,HP,14.04,2.66,47.71,0.81,17.66,5.44
2019,Jammu & Kashmir,JK,16.54,2.15,30.87,2.4,16.55,8.75
2006,Delhi,DL,13.8,0.81,36.54,0.31,12.49,0.5
2018,Arunachal Pradesh,AR,2.72,2.04,35.58,2.13,8.2,1.61
2017,Tamil Nadu,TN,70.99,1.37,53.37,0.49,21.33,8.73
2011,Karnataka,KA,54.81,0.99,60.35,1.56,19.35,18.58
2016,Karnataka,KA,58.94,3.77,29.11,0.45,13.73,11.58
2022,Rajasthan,RJ,65.23,3.87,48.37,1.16,23.64,52.82
2007,Bihar,BR,94.48,2.9,24.67,0.74,13.63,16.16
2014,Himachal Pradesh,HP,12.78,2.59,58.21,0.96,11.46,7.35
2024,Punjab,PB,33.18,4.34,45.88,3.51,20.3,78.5
2019,Maharashtra,MH,126.07,3.22,68.47,2.21,15.69,211.1
2013,Goa,GA,2.54,1.36,49.07,1.54,11.11,0.88
2011,Jharkhand,JH,28.75,1.95,39.95,0.34,12.67,2.74
2014,Uttarakhand,UK,12.72,3.34,67.38,0.61,7.01,6.24
2009,Kerala,KL,27.37,1.91,66.02,1.35,4.4,19.64
2017,Goa,GA,2.66,3.27,37.53,2.39,15.89,2.98
2011,Karnataka,KA,54.66,0.99,60.55,1.56,19.35,17.74
2007,Assam,AS,27.8,2.27,54.85,0.52,12.59,7.12
2008,Meghalaya,ML,3.53,1.98,58.72,0.74,19.12,1.12
2018,Madhya Pradesh,MP,72.91,4.94,45.85,1.87,11.48,106.45
2017,Odisha,OR,44.79,3.9,67.11,1.33,13.4,54.77
2011,Manipur,MN,3.75,2.0,26.93,1.36,13.78,1.06
2010,Assam,AS,28.72,1.66,46.01,1.4,17.27,10.9
2011,Chhattisgarh,CG,24.97,1.75,47.89,0.3,14.54,2.11
2022,Manipur,MN,4.21,3.63,59.23,3.36,24.95,11.14
2024,Himachal Pradesh,HP,14.3,6.28,62.1,1.13,13.81,22.84
2015,Sikkim,SK,1.92,1.54,49.15,1.44,10.59,0.84
2022,Rajasthan,RJ,65.19,3.9,48.1,1.17,23.61,52.2
2019,Sikkim,SK,2.06,2.18,27.21,2.36,17.98,1.06
2019,West Bengal,WB,84.6,3.04,29.28,2.42,20.05,67.08
2010,Kerala,KL,27.6,2.55,69.69,0.96,12.9,15.75
2016,Mizoram,MZ,1.95,1.56,28.01,0.45,7.38,0.13
2014,Chhattisgarh,CG,26.08,2.34,53.51,1.86,18.56,20.9
2010,Tamil Nadu,TN,63.79,3.01,30.42,1.46,18.99,28.23
2016,Jammu & Kashmir,JK,15.92,1.34,65.51,0.82,10.58,4.18
2013,Manipur,MN,3.83,1.45,52.22,1.18,7.81,1.4
2020,Sikkim,SK,2.05,2.58,72.19,2.68,9.11,3.68
2024,Madhya Pradesh,MP,78.72,4.08,58.65,0.74,16.09,44.95
2012,Uttar Pradesh,UP,209.2,2.57,43.89,1.74,6.49,159.03
2020,Assam,AS,32.07,4.96,25.15,1.03,8.95,14.8
2011,Tripura,TR,3.62,2.75,60.96,1.37,11.38,3.29
2017,Nagaland,NL,2.69,2.77,67.57,0.83,14.5,1.56
2014,Odisha,OR,43.12,3.07,52.41,1.39,5.31,36.73
2017,Madhya Pradesh,MP,71.94,2.61,54.03,1.24,22.14,43.38
2019,Sikkim,SK,2.05,2.19,27.32,2.35,17.95,1.04
2021,Delhi,DL,16.85,2.61,27.95,1.32,20.4,5.91
2022,Gujarat,GJ,60.54,4.82,67.35,3.24,20.07,235.28
2005,Nagaland,NL,2.32,0.56,55.87,0.38,15.68,0.1
2018,Mizoram,MZ,2.0,1.28,68.46,2.81,21.6,1.49
2019,Rajasthan,RJ,62.61,3.63,71.58,2.99,17.33,172.42
2010,Arunachal Pradesh,AR,2.47,1.95,54.5,1.58,15.91,1.61
2021,Telangana,TG,44.04,2.54,28.93,1.41,9.23,18.81
2013,Sikkim,SK,1.92,1.5,30.09,1.36,19.36,0.41
2011,Himachal Pradesh,HP,12.5,2.23,42.27,1.38,7.19,5.95
2007,Telangana,TG,37.32,2.32,30.26,0.31,10.75,3.15
2011,Uttarakhand,UK,12.28,2.02,43.85,1.42,17.21,5.37
2014,Goa,GA,2.53,3.05,69.79,0.97,14.82,2.06
2009,Chhattisgarh,CG,24.11,2.01,46.42,0.57,7.89,4.92
2010,Punjab,PB,28.01,1.74,39.39,1.55,9.79,10.48
2024,Uttar Pradesh,UP,245.96,7.59,36.62,2.6,15.19,582.67
2019,Uttarakhand,UK,13.35,2.21,30.68,1.13,21.89,3.43
2022,Mizoram,MZ,2.07,3.64,62.83,1.76,22.76,2.53
2011,Chhattisgarh,CG,24.92,1.75,48.18,0.3,14.5,2.08
2013,Rajasthan,RJ,58.91,3.77,28.29,0.39,10.37,9.17
2022,Uttar Pradesh,UP,238.19,9.11,56.46,1.82,24.64,802.03
2015,Arunachal Pradesh,AR,2.61,1.37,33.9,0.46,11.31,0.22
2005,Mizoram,MZ,1.73,1.25,44.37,1.02,13.02,0.34
2006,Jharkhand,JH,26.43,1.44,20.83,1.01,10.39,2.64
2021,Jharkhand,JH,32.46,5.44,39.44,1.3,20.67,31.62
2007,Kerala,KL,26.79,1.98,60.66,0.66,16.68,7.65
2022,Tripura,TR,4.15,2.89,55.85,1.24,11.47,2.77
2007,Andhra Pradesh,AP,43.99,1.05,61.28,1.33,12.12,14.55
2018,Himachal Pradesh,HP,13.43,2.02,31.95,1.62,13.59,5.48
2005,Madhya Pradesh,MP,63.13,1.67,25.2,0.51,2.82,5.43
2009,Tripura,TR,3.61,1.15,23.36,1.43,17.92,0.46
2024,Jammu & Kashmir,JK,17.17,5.18,71.69,0.86,22.44,19.11
2005,Bihar,BR,90.64,0.83,35.2,0.93,16.13,8.17
2021,West Bengal,WB,87.62,4.43,64.61,1.62,9.27,148.07
2017,Rajasthan,RJ,61.63,1.94,44.95,2.66,21.18,45.37
2010,Gujarat,GJ,53.79,2.85,70.8,1.12,3.94,45.66
2023,Jharkhand,JH,32.51,5.72,70.11,0.87,23.94,36.83
2005,Delhi,DL,13.55,1.83,53.48,0.57,8.94,2.84
2005,Nagaland,NL,2.32,0.56,55.86,0.38,15.64,0.1
2017,Uttarakhand,UK,12.93,2.34,33.73,1.97,7.79,8.26
2021,Maharashtra,MH,126.09,3.08,37.08,3.33,11.06,170.35
2017,Goa,GA,2.65,3.26,37.23,2.4,15.89,3.04
2022,Meghalaya,ML,4.2,2.52,31.64,3.31,20.03,3.78
2017,Jharkhand,JH,30.33,1.52,35.61,2.24,16.01,12.32
2016,Maharashtra,MH,118.17,4.88,64.73,2.19,6.91,304.35
2008,Jharkhand,JH,27.11,1.27,41.33,1.07,5.6,5.57
2017,Telangana,TG,42.57,1.45,33.05,1.03,14.29,6.91
2013,Punjab,PB,29.63,1.12,69.2,1.44,10.81,11.79
2011,Odisha,OR,41.13,2.39,61.01,0.83,15.08,19.33
2012,Assam,AS,29.73,2.66,28.53,1.5,6.76,14.01
2007,Meghalaya,ML,3.54,1.04,55.12,1.31,7.56,0.92
2011,Madhya Pradesh,MP,67.05,2.78,41.35,1.0,5.61,29.95
2023,Tamil Nadu,TN,74.85,4.99,63.09,3.07,20.09,225.87
2008,Tamil Nadu,TN,64.14,2.02,55.68,0.75,13.84,20.54
2018,Haryana,HR,32.36,2.05,41.83,1.16,19.67,10.21
2019,Punjab,PB,31.31,3.37,43.28,1.22,10.58,21.54
2016,Gujarat,GJ,57.98,4.53,41.63,0.83,18.32,31.2
2019,Tripura,TR,4.11,1.36,28.66,1.83,9.25,1.15
2014,Manipur,MN,3.89,3.28,61.87,0.51,15.87,1.54
2013,Uttar Pradesh,UP,219.07,1.78,47.69,1.19,10.88,82.8
2016,West Bengal,WB,82.77,1.88,45.63,0.45,21.8,11.7
2023,Assam,AS,34.26,1.98,71.08,3.85,25.45,62.04
2018,Madhya Pradesh,MP,73.08,4.96,45.72,1.87,11.42,107.39
2010,Assam,AS,28.64,1.66,46.1,1.41,17.28,10.87
2018,Andhra Pradesh,AP,50.24,4.92,47.85,2.39,13.72,111.21
2024,West Bengal,WB,89.5,3.8,63.35,2.88,11.55,206.83
2013,Andhra Pradesh,AP,46.83,1.92,67.19,1.29,19.23,24.91
2024,Madhya Pradesh,MP,78.82,4.09,58.82,0.74,16.03,45.12
2022,Jammu & Kashmir,JK,17.07,5.01,66.71,2.57,22.79,48.72
2011,Sikkim,SK,1.81,2.57,69.79,0.96,14.51,1.09
2017,Haryana,HR,32.11,2.04,25.85,0.9,17.99,5.61
2009,West Bengal,WB,73.09,1.34,20.55,1.53,14.93,10.72
2013,Meghalaya,ML,3.73,1.31,56.72,1.03,16.27,1.06
2024,Rajasthan,RJ,67.51,6.61,72.6,2.98,13.24,322.95
2021,Kerala,KL,31.87,5.02,32.26,2.58,10.69,47.98
2016,Manipur,MN,3.9,2.11,56.7,2.07,7.52,3.84
2024,Uttarakhand,UK,14.15,2.61,27.9,3.02,21.9,9.68
2005,Goa,GA,2.3,1.3,67.45,1.19,14.05,0.87
2005,Punjab,PB,26.36,0.69,64.49,0.26,15.36,1.02
2018,Uttarakhand,UK,13.14,2.33,43.96,2.05,16.71,8.89
2009,Manipur,MN,3.54,0.75,27.71,1.49,17.04,0.39
2013,Tripura,TR,3.74,3.13,26.84,0.43,18.67,0.51
2017,Odisha,OR,45.08,3.9,67.12,1.33,13.44,55.62
2020,Andhra Pradesh,AP,50.39,3.28,66.88,3.04,16.12,117.24
2021,Haryana,HR,33.67,3.18,57.34,1.84,22.96,40.2
2014,Madhya Pradesh,MP,69.67,1.62,23.58,1.59,21.05,14.67
2017,Telangana,TG,42.31,1.47,32.91,1.03,14.32,6.95
2013,Meghalaya,ML,3.74,1.31,56.95,1.03,16.36,1.08
2024,Madhya Pradesh,MP,78.51,4.11,58.41,0.74,16.03,46.04
2019,Assam,AS,32.63,5.06,48.18,2.56,21.41,66.41
2007,Punjab,PB,26.52,2.44,26.17,1.08,9.24,6.68
2017,Himachal Pradesh,HP,13.43,2.03,59.28,0.79,14.24,4.42
2007,Rajasthan,RJ,55.27,1.1,64.97,0.64,4.6,9.45
2020,Uttar Pradesh,UP,228.81,3.6,38.93,0.74,11.52,85.26
2023,Karnataka,KA,64.58,3.4,74.83,3.43,25.06,191.69
2015,Uttarakhand,UK,13.14,1.27,65.71,1.16,6.93,5.25
2012,Jharkhand,JH,28.29,3.3,28.73,1.78,16.35,16.89
2023,Nagaland,NL,2.86,2.47,33.89,2.16,14.06,1.74
2017,Mizoram,MZ,1.95,3.77,33.38,1.62,11.39,1.57
2020,Bihar,BR,110.23,5.63,57.96,0.8,10.35,111.25
2021,Sikkim,SK,2.09,2.14,42.05,1.95,13.67,1.44
2013,Mizoram,MZ,1.88,2.81,27.13,2.01,9.61,1.14
2007,Madhya Pradesh,MP,63.48,2.25,62.15,0.86,5.63,27.41
2015,Meghalaya,ML,3.96,3.21,45.29,0.74,21.67,1.54
2021,Andhra Pradesh,AP,50.02,5.98,61.33,1.74,13.8,105.45
2018,Tripura,TR,4.03,3.99,60.11,1.89,23.71,6.41
2016,Madhya Pradesh,MP,72.69,1.83,37.04,1.92,20.5,32.39
2017,Mizoram,MZ,1.97,3.74,33.55,1.61,11.44,1.55
2006,Tripura,TR,3.52,1.99,35.29,0.36,6.14,0.35
2020,Uttarakhand,UK,13.73,3.71,67.82,1.71,13.32,23.0
2018,Haryana,HR,32.49,2.05,41.78,1.16,19.58,10.02
2009,Haryana,HR,28.9,1.7,26.93,1.42,12.83,6.4
2011,Uttar Pradesh,UP,207.72,3.5,23.66,1.37,7.9,89.31
2018,Punjab,PB,31.22,1.92,27.03,1.3,10.81,8.03
2005,Arunachal Pradesh,AR,2.3,1.04,23.8,1.1,17.31,0.22
2017,Meghalaya,ML,3.99,2.27,44.14,1.33,8.43,2.24
2017,Tamil Nadu,TN,70.92,1.37,53.28,0.49,21.32,8.73
2015,Assam,AS,31.13,1.16,40.95,0.98,17.36,5.36
2007,West Bengal,WB,72.09,0.98,62.09,0.32,10.78,4.76
2009,Odisha,OR,41.36,0.92,64.3,0.35,11.03,3.03
2019,Karnataka,KA,61.46,3.0,62.43,2.8,12.38,110.59
2020,Assam,AS,32.18,4.98,25.26,1.03,8.95,15.03
2008,Himachal Pradesh,HP,12.02,1.77,44.87,0.56,12.85,1.86
2005,Tripura,TR,3.49,1.11,52.62,0.5,1.38,0.37
2008,Chhattisgarh,CG,23.29,0.95,43.08,0.35,15.49,1.24
2006,Assam,AS,27.65,1.72,53.91,0.9,3.51,8.54
2009,Manipur,MN,3.53,0.75,27.68,1.48,16.93,0.4
2021,Tamil Nadu,TN,71.78,3.4,62.26,2.36,21.79,125.05
2022,Madhya Pradesh,MP,78.04,2.01,35.01,2.78,17.37,50.64
2014,Chhattisgarh,CG,26.04,2.33,53.01,1.87,18.45,20.84
2020,Punjab,PB,31.84,3.96,33.26,3.27,18.14,50.02
2014,Himachal Pradesh,HP,12.83,2.6,58.3,0.96,11.43,7.14
2023,Uttar Pradesh,UP,242.07,10.31,60.84,1.99,16.57,1055.52
2010,Jammu & Kashmir,JK,14.54,1.83,71.74,0.59,6.56,4.51
2006,Gujarat,GJ,51.01,1.14,68.62,1.08,3.35,18.14
2014,Tripura,TR,3.91,1.64,29.53,1.97,10.44,1.43
2011,Andhra Pradesh,AP,44.74,2.57,48.05,1.63,19.31,31.75
2018,Assam,AS,31.44,3.81,62.85,1.31,11.93,36.86
2015,Nagaland,NL,2.53,2.4,27.67,0.73,16.61,0.45
2005,Meghalaya,ML,3.38,0.92,21.65,0.32,6.51,0.09
2009,Andhra Pradesh,AP,44.19,2.11,43.91,0.55,8.38,7.93
2017,Assam,AS,31.99,1.26,49.86,0.87,16.91,6.41
2005,Uttar Pradesh,UP,191.99,3.58,57.06,0.35,3.65,54.73
2005,Assam,AS,27.2,1.29,65.02,0.72,8.62,6.47
2016,Himachal Pradesh,HP,13.0,2.88,44.01,1.47,7.15,8.45
2008,West Bengal,WB,73.21,1.48,50.7,0.44,12.81,8.59
2005,Maharashtra,MH,104.28,2.18,35.78,0.74,18.01,22.41
2013,Andhra Pradesh,AP,47.19,1.92,67.09,1.29,19.22,25.39
2011,West Bengal,WB,76.18,1.42,71.35,1.31,6.88,36.53
2006,Punjab,PB,26.79,1.53,23.46,1.06,18.33,3.57
2012,Bihar,BR,97.98,2.93,61.94,0.6,16.06,36.97
2006,Delhi,DL,13.76,0.81,36.75,0.31,12.44,0.5
2020,Tamil Nadu,TN,72.77,1.58,62.46,1.03,11.49,24.86
2012,Tripura,TR,3.69,1.56,65.47,0.45,17.49,0.64
2021,Tripura,TR,4.16,4.81,41.16,2.7,21.19,8.1
2015,Tamil Nadu,TN,68.55,1.78,24.82,1.26,8.39,13.51
2015,Himachal Pradesh,HP,12.93,1.77,44.81,2.33,12.45,7.66
2023,Chhattisgarh,CG,28.77,5.1,48.06,3.67,24.11,84.31
2022,Meghalaya,ML,4.18,2.51,31.79,3.3,20.22,3.8
2022,Meghalaya,ML,4.17,2.51,31.78,3.31,20.06,3.81
2018,Karnataka,KA,59.6,2.41,27.57,0.65,7.84,9.26
2022,Telangana,TG,44.76,4.28,57.56,1.64,10.38,61.53
2018,Tamil Nadu,TN,71.4,4.88,69.39,1.75,22.54,148.15
2016,Tripura,TR,3.94,0.99,23.02,0.64,10.46,0.22
2013,Himachal Pradesh,HP,12.84,1.93,43.77,1.32,18.53,5.19
2015,Gujarat,GJ,56.52,4.23,47.1,0.74,19.51,30.86
2009,Madhya Pradesh,MP,65.57,1.32,23.22,1.01,14.15,8.06
2020,Kerala,KL,31.42,3.45,31.46,2.28,24.63,24.62
2014,Mizoram,MZ,1.94,3.33,44.32,1.75,12.41,1.82
2005,Tripura,TR,3.48,1.11,52.73,0.5,1.38,0.37
2021,Haryana,HR,33.55,3.16,57.32,1.83,22.91,41.8
2012,Meghalaya,ML,3.73,0.78,22.91,1.08,15.33,0.26
2021,Kerala,KL,31.8,5.03,32.33,2.6,10.78,47.63
2006,Chhattisgarh,CG,22.79,0.87,27.36,1.08,11.15,2.28
2005,Jharkhand,JH,25.78,2.0,61.4,1.2,15.19,14.69
2023,Maharashtra,MH,130.73,7.05,73.68,2.48,24.25,523.75
2018,Manipur,MN,4.08,1.68,65.33,0.95,18.36,1.47
2019,Delhi,DL,16.21,4.69,60.78,2.73,10.32,50.32
2008,Haryana,HR,28.55,2.48,39.66,0.77,16.93,7.75
2005,Nagaland,NL,2.32,0.56,56.39,0.38,15.72,0.1
2019,Rajasthan,RJ,62.63,3.67,71.02,2.98,17.28,171.43
2013,Odisha,OR,43.59,1.7,32.67,0.45,14.73,3.93
2021,Chhattisgarh,CG,27.58,5.21,28.31,2.27,21.29,29.11
2018,Tamil Nadu,TN,71.55,4.89,69.12,1.73,22.51,151.63
2021,Kerala,KL,31.8,5.04,32.35,2.58,10.78,47.59
2021,Haryana,HR,33.68,3.17,57.4,1.83,22.98,40.67
2018,Nagaland,NL,2.71,4.14,53.03,2.84,11.89,5.76
2008,Rajasthan,RJ,56.76,2.81,67.07,1.01,15.26,40.42
2016,Uttar Pradesh,UP,222.02,3.32,41.03,0.8,15.3,83.66
2022,Nagaland,NL,2.82,1.79,38.69,0.65,22.43,0.47
2022,Uttar Pradesh,UP,238.14,9.07,56.47,1.84,24.55,815.38
2021,Maharashtra,MH,125.78,3.08,37.18,3.33,10.98,176.51
2016,Manipur,MN,3.87,2.1,56.4,2.07,7.51,3.82
2011,West Bengal,WB,76.09,1.42,71.4,1.32,6.87,37.4
2015,Sikkim,SK,1.92,1.54,49.37,1.45,10.67,0.87
2011,Nagaland,NL,2.48,2.31,47.23,0.88,10.75,0.95
2011,Goa,GA,2.42,2.01,41.61,1.61,18.18,1.04
2010,Goa,GA,2.42,1.89,62.38,0.62,3.56,0.75
2013,Arunachal Pradesh,AR,2.48,1.79,57.62,1.72,14.27,1.58
2019,Manipur,MN,4.09,3.14,44.19,1.57,13.93,3.39
2007,Kerala,KL,26.78,1.97,61.12,0.66,16.73,7.94
2019,Tamil Nadu,TN,71.79,2.74,35.42,1.59,7.0,40.64
2005,Tamil Nadu,TN,59.52,2.33,49.21,0.3,1.4,8.15
2008,Madhya Pradesh,MP,64.8,2.97,42.29,0.3,14.25,8.16
2008,Punjab,PB,27.8,1.56,38.42,0.39,9.65,2.52
2009,Nagaland,NL,2.39,2.1,27.59,0.29,10.89,0.13
2005,Telangana,TG,37.09,2.22,69.8,0.57,14.55,11.72
2009,Karnataka,KA,54.95,1.65,50.54,1.19,12.02,20.06
2007,Uttar Pradesh,UP,198.43,3.81,51.42,1.34,17.9,173.58
2022,Telangana,TG,44.83,4.28,57.72,1.63,10.46,60.05
2013,Punjab,PB,29.62,1.12,68.89,1.42,10.81,11.66
2022,Haryana,HR,33.61,5.45,75.5,2.59,11.91,139.08
2009,Madhya Pradesh,MP,65.27,1.32,23.19,1.01,14.08,7.65
2018,Himachal Pradesh,HP,13.36,2.03,32.14,1.63,13.53,5.59
2013,Chhattisgarh,CG,25.15,1.46,57.67,1.28,19.57,8.7
2011,Sikkim,SK,1.82,2.56,69.68,0.96,14.41,1.07
2007,Karnataka,KA,52.75,2.71,62.37,1.27,15.27,39.31
2005,Andhra Pradesh,AP,42.24,1.56,66.63,1.18,4.28,18.73
2005,Himachal Pradesh,HP,11.31,1.95,29.6,0.24,10.18,0.61
2012,Tamil Nadu,TN,65.07,1.89,29.99,1.16,5.56,15.11
2012,Delhi,DL,15.2,1.02,60.08,1.42,19.81,4.58
2021,Gujarat,GJ,60.87,3.59,45.33,2.18,19.57,73.1
2017,Karnataka,KA,58.75,2.49,35.13,0.97,20.16,16.36
2016,Uttarakhand,UK,13.14,1.86,30.07,1.79,12.24,5.03
2012,Odisha,OR,43.01,1.18,26.99,0.91,13.98,4.02
2018,West Bengal,WB,82.26,2.37,37.07,0.94,21.51,21.79
2008,Assam,AS,27.92,1.67,54.88,0.62,18.21,5.68
2014,Punjab,PB,29.17,3.18,50.58,0.46,10.98,7.83
2022,Telangana,TG,44.77,4.3,57.69,1.64,10.45,60.37
2009,Uttar Pradesh,UP,205.84,1.83,29.46,1.5,14.2,56.02
2014,Arunachal Pradesh,AR,2.55,2.35,36.12,1.82,6.53,1.66
2020,Uttarakhand,UK,13.76,3.71,67.26,1.7,13.29,23.18
2005,Kerala,KL,25.63,1.03,68.63,0.66,5.81,4.62
2023,Andhra Pradesh,AP,51.33,2.12,33.34,2.86,14.95,36.78
2009,Assam,AS,28.71,1.37,45.63,0.51,18.97,3.14
2005,Delhi,DL,13.48,1.82,53.47,0.57,8.91,2.79
2009,Jharkhand,JH,28.03,1.21,32.5,0.59,13.98,2.33
2017,Haryana,HR,32.0,2.03,25.92,0.9,17.96,5.84
2006,Goa,GA,2.28,1.36,25.3,0.74,17.73,0.22
2016,Jharkhand,JH,29.67,3.81,28.27,1.52,10.99,16.99
2007,Telangana,TG,37.26,2.33,30.31,0.31,10.71,3.12
